BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
1-M6,MN-PMG.13,MN-PMG_NA,NA,13,Prairie,Prairie,MN-PMG,Prairie_Moon_Nursery,NA,1,M6,M,6,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7742,-96.6081,267,NA,4,21,-15.8,36.8,512,352,27.4,59.7,1557,1996,5304,237,159,137,267,130,79,-41.8,40.1,699,267,12.4,57
1-M7,MAN-KIP.32.1,MAN-KIP_32,32,1,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,1,M7,M,7,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
1-M8,NAP-CE.33.1,NAP-CE_33,33,1,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,1,M8,M,8,1,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,1,0,6/27/2016,233,224,215,3,0,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,5/15/2017,135,45,1.22,1220,1220,1,16,4,20,1,1,5/3/2018,123,5/14/2018,134,5/23/2018,143,2,1.0741,8,10,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
1-N10,CAR-NBA.4.1,CAR-NBA_4,4,1,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,1,N10,N,10,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
1-N11,WNY-CB.10.1,WNY-CB_10,10,1,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,1,N11,N,11,1,11/7/2015,1,1,11/15/2015,8,11/21/2015,14,6,1,1,7/3/2016,239,231,225,20,6,0.221,221,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/15/2017,135,45,1.539,1539,1760,1,22,5,27,1,1,4/16/2018,106,4/26/2018,116,5/24/2018,144,2,0.1836,1,3,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
1-N12,CAR-NBA.7.1,CAR-NBA_7,7,1,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,1,N12,N,12,1,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,1,0,5/28/2016,203,193,186,6,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/20/2017,140,50,0.045,45,45,1,6,3,9,1,1,4/19/2018,109,5/14/2018,134,5/20/2018,140,1,1.136,6,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
1-N13,NAP-CE.14.1,NAP-CE_14,14,1,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,1,N13,N,13,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/26/2017,146,56,0.721,721,721,1,6,1,7,1,1,4/12/2018,102,5/7/2018,127,5/25/2018,145,2,0.304,5,7,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
1-N14,AB-HSC.14.1,AB-HSC_14,14,1,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,1,N14,N,14,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
1-N15,NAP-ASS.6.1,NAP-ASS_6,6,1,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,1,N15,N,15,1,11/7/2015,1,1,11/21/2015,14,11/28/2015,21,7,1,0,7/16/2016,252,238,231,8,0,0,0,1,0,1,4/2/2017,91,1,4/16/2017,106,16,NA,NA,NA,0,0,0,1,NA,11,11,1,1,4/19/2018,109,5/10/2018,130,5/20/2018,140,3,1.1249,9,12,1,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
1-N16,AB-LL.13.1,AB-LL_13,13,1,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,1,N16,N,16,1,11/7/2015,1,1,11/20/2015,13,11/25/2015,18,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,5/3/2017,123,33,5/15/2017,135,45,0.044,44,44,1,1,5,6,1,0,4/30/2018,120,NA,NA,NA,NA,1,NA,NA,1,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
1-N2,AB-RO.9.1,AB-RO_9,9,1,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,1,N2,N,2,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
1-N3,MAN-LCI.9.1,MAN-LCI_9,9,1,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,1,N3,N,3,1,11/7/2015,1,1,11/17/2015,10,11/26/2015,19,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
1-N4,MB-CRN.21.1,MB-CRN_21,21,1,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,1,N4,N,4,1,11/7/2015,1,1,11/18/2015,11,11/24/2015,17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,6/3/2017,154,64,0.062,62,62,1,1,2,3,1,1,4/16/2018,106,5/10/2018,130,5/21/2018,141,0,0.0471,1,1,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
1-N5,WNY-CB.8.1,WNY-CB_8,8,1,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,1,N5,N,5,1,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/20/2017,140,50,0.358,358,358,1,6,7,13,1,1,4/19/2018,109,5/7/2018,127,5/24/2018,144,3,0.0901,2,5,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
1-N6,SD-MUD.1.1,SD-MUD_1,1,1,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,1,N6,N,6,1,11/7/2015,1,1,11/25/2015,18,12/2/2015,25,7,1,0,7/16/2016,252,234,227,1,0,0,0,1,1,0,4/5/2017,95,5,4/16/2017,106,16,5/20/2017,140,50,0.503,503,503,1,11,4,15,1,1,4/30/2018,120,5/10/2018,130,5/23/2018,143,2,0.1091,2,4,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
1-N7,SD-PMG.1,SD-PMG_NA,NA,1,Prairie,Prairie,SD-PMG,Prairie_Moon_Nursery,NA,1,N7,N,7,1,11/7/2015,1,1,11/25/2015,18,12/1/2015,24,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,4/16/2017,106,16,5/28/2017,148,58,0.161,161,161,1,2,6,8,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57
1-N8,SD-MUD.15.1,SD-MUD_15,15,1,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,1,N8,N,8,1,11/7/2015,1,1,11/27/2015,20,12/5/2015,28,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
10-A10,NAP-CE.23.10,NAP-CE_23,23,10,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,10,A10,A,10,3,11/7/2015,1,1,11/22/2015,15,11/29/2015,22,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/19/2017,139,49,0.763,763,763,1,7,0,7,1,0,4/16/2018,106,5/14/2018,134,NA,NA,1,0.6721,5,6,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
10-A11,MB-MR.21.10,MB-MR_21,21,10,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,10,A11,A,11,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/29/2017,149,59,0.503,503,503,1,6,1,7,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
10-A12,MAN-LCI.2.10,MAN-LCI_2,2,10,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,10,A12,A,12,3,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,1,0,8/6/2016,273,264,256,5,0,0,0,1,1,1,4/2/2017,91,1,4/30/2017,120,30,5/17/2017,137,47,0.526,526,526,1,4,2,6,1,0,4/23/2018,113,5/10/2018,130,NA,NA,0,0.1043,1,1,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
10-A13,WNY-CB.2.10,WNY-CB_2,2,10,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,10,A13,A,13,3,11/7/2015,1,1,11/15/2015,8,11/21/2015,14,6,1,0,11/7/2016,366,358,352,5,0,0,0,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/15/2017,135,45,0.893,893,893,1,12,6,18,1,1,4/19/2018,109,5/14/2018,134,5/25/2018,145,1,0.59,8,9,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
10-A14,NAP-SCH.3.10,NAP-SCH_3,3,10,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,10,A14,A,14,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,1,1,1,1,4/26/2018,116,5/7/2018,127,5/25/2018,145,2,0.0384,1,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
10-A15,NAP-CE.14.10,NAP-CE_14,14,10,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,10,A15,A,15,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
10-A16,MAN-FOX.22.10,MAN-FOX_22,22,10,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,10,A16,A,16,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,1,0,7/19/2016,255,246,237,7,0,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/15/2017,135,45,0.48,480,480,1,7,3,10,1,1,4/16/2018,106,5/10/2018,130,5/22/2018,142,0,0.1005,1,1,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
10-A2,MAN-MIS.32.10,MAN-MIS_32,32,10,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,10,A2,A,2,3,11/7/2015,1,1,11/18/2015,11,11/27/2015,20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/3/2017,123,33,5/31/2017,151,61,0.275,275,275,1,5,2,7,1,0,4/26/2018,116,NA,NA,NA,NA,1,NA,NA,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
10-A3,AB-RL.10.10,AB-RL_10,10,10,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,10,A3,A,3,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
10-A4,NAP-ASS.35.10,NAP-ASS_35,35,10,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,10,A4,A,4,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
10-A5,AB-LL.10.10,AB-LL_10,10,10,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,10,A5,A,5,3,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,5/25/2017,145,55,NA,NA,NA,0,0,0,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
10-A6,NAP-CE.7.10,NAP-CE_7,7,10,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,10,A6,A,6,3,11/7/2015,1,1,11/17/2015,10,11/26/2015,19,9,1,0,10/8/2016,336,326,317,16,0,0,0,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/15/2017,135,45,2.264,2264,2264,1,16,1,17,1,1,4/23/2018,113,5/10/2018,130,5/18/2018,138,2,1.2522,7,9,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
10-A7,MI-DRI.25.10,MI-DRI_25,25,10,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,10,A7,A,7,3,11/7/2015,1,1,11/20/2015,13,11/30/2015,23,10,1,0,7/29/2016,265,252,242,13,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/17/2017,137,47,1.682,1682,1682,1,13,0,13,1,1,4/16/2018,106,5/7/2018,127,5/18/2018,138,0,0.6118,5,5,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
10-A8,ND-BSP.4.10,ND-BSP_4,4,10,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,10,A8,A,8,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
10-B10,AB-RO.10.10,AB-RO_10,10,10,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,10,B10,B,10,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
10-B11,AB-RL.7.10,AB-RL_7,7,10,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,10,B11,B,11,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
10-B12,MB-MR.40.10,MB-MR_40,40,10,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,10,B12,B,12,3,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/19/2017,139,49,0.352,352,352,1,5,4,9,1,0,4/26/2018,116,NA,NA,NA,NA,1,NA,NA,1,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
10-B13,CAR-NBA.7.10,CAR-NBA_7,7,10,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,10,B13,B,13,3,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,5/28/2016,203,194,187,3,0,0,0,1,0,1,4/2/2017,91,1,4/12/2017,102,12,NA,NA,NA,2.34,2340,2340,0,16,1,17,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
10-B14,AB-HSC.3.10,AB-HSC_3,3,10,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,10,B14,B,14,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
10-B15,SD-PMG.22,SD-PMG_NA,NA,22,Prairie,Prairie,SD-PMG,Prairie_Moon_Nursery,NA,10,B15,B,15,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57
10-B16,NAP-CE.24.10,NAP-CE_24,24,10,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,10,B16,B,16,3,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,8/6/2016,273,264,257,2,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/17/2017,137,47,1.269,1269,1269,1,17,2,19,1,1,4/23/2018,113,5/10/2018,130,5/20/2018,140,2,0.5995,6,8,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
10-B2,CAR-NBA.12.10,CAR-NBA_12,12,10,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,10,B2,B,2,3,11/7/2015,1,1,11/17/2015,10,11/25/2015,18,8,1,1,6/30/2016,236,226,218,13,2,0.028,28,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/17/2017,137,47,1.011,1011,1039,1,13,9,22,1,1,4/19/2018,109,5/3/2018,123,5/20/2018,140,1,0.0888,2,3,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
10-B3,ND-BSP.19.10,ND-BSP_19,19,10,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,10,B3,B,3,3,11/7/2015,0,1,11/24/2015,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
10-B4,ND-BSP.6.10,ND-BSP_6,6,10,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,10,B4,B,4,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
10-B5,WNY-CB.39.10,WNY-CB_39,39,10,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,10,B5,B,5,3,11/7/2015,1,1,11/15/2015,8,11/25/2015,18,10,1,0,6/2/2016,208,200,190,9,0,0,0,1,1,0,4/5/2017,95,5,4/23/2017,113,23,5/15/2017,135,45,0.817,817,817,1,14,3,17,1,1,4/19/2018,109,5/10/2018,130,5/23/2018,143,2,0.0341,1,3,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
10-B6,AB-RO.18.10,AB-RO_18,18,10,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,10,B6,B,6,3,11/7/2015,0,1,11/27/2015,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
